conversation_id,conversation_date,source,collection,response_time,feedback,gen_ai_response
FXxbDuMIBlHHpJl,2024-07-04,web,Technical Problems,1.0506830133466745,NA,FALSE
XDmVECiPWSCbJhO,2024-07-25,web,Compensation Dashboard,0.7190270377035566,NA,FALSE
8yCMBYqmpcM5bl6,2024-08-01,web,Data Definitions,0.8784725357435029,NA,TRUE
vxoE99z6i8Jn6LW,2024-07-04,web,Headcount,0.5606393643315634,positive,TRUE
nR6b9tkUGRxkQQc,2024-09-23,web,Reports,0.6036593362388536,NA,FALSE
r15BU8t8D4TqArx,2024-09-28,web,FAQ,0.6035501581540708,NA,FALSE
bFbDYFgptS4lXOP,2024-08-09,web,Metrics,1.0693532599381341,NA,FALSE
J3pHDkXWQJ68amf,2024-08-18,web,Reports,0.7653261906512941,NA,FALSE
iGrx3GRe3R7Dy1S,2024-06-06,web,Reports,0.7877873886770929,NA,FALSE
zpCteZ4Dv1pCoEF,2024-06-12,web,Compensation Dashboard,0.8077345521960003,NA,FALSE
rb8JOy2nOazRLQf,2024-08-03,web,Headcount,0.9900927286809107,NA,FALSE
Z6Tv6vybxOq8VJJ,2024-09-08,web,Compensation Dashboard,0.5979814682801374,NA,FALSE
NObM9kSoSABY7VR,2024-08-10,web,Metrics,0.7166756112883472,NA,FALSE
Ic09VEiTIWWBdaj,2024-09-29,web,FAQ,0.7138734133933867,NA,TRUE
32phXEO0rjSN0K5,2024-06-21,web,Headcount,0.7314713028623974,NA,FALSE
3sPJxZsW86CZmSc,2024-07-24,web,Headcount,0.8931880172545487,NA,FALSE
nJAyIRhtHgM6qio,2024-06-09,web,Data Definitions,0.8984186984082557,NA,FALSE
G8t15alhgySv3Qo,2024-09-02,web,Compensation Dashboard,0.9517324720214121,NA,FALSE
CrXZc8WBb0gxXUY,2024-06-14,web,Headcount,0.8365457776888475,NA,FALSE
WMUYH8z7rtqNEcF,2024-06-10,web,FAQ,0.841829041995177,NA,FALSE
4mMrrQJ23VyWcaD,2024-06-18,web,Data Definitions,0.3987179901323646,NA,FALSE
1AtZuzptzuW5QZ5,2024-07-12,web,FAQ,0.6576698788283101,NA,FALSE
MIxylEbXe8UnlYP,2024-06-10,web,FAQ,1.017668720580575,NA,FALSE
8OrIqH1tI9Q3i1M,2024-06-19,web,Metrics,0.8055062373527657,NA,FALSE
JUzgIDXUNho9t1p,2024-09-15,web,Metrics,0.8195932403563703,NA,FALSE
2q7iHGzKrxN21bb,2024-09-19,web,FAQ,1.0829326781331936,NA,FALSE
RQdHbtPTvEequQJ,2024-08-01,web,Technical Problems,0.791756455254831,NA,FALSE
ukmcFUC0a8gQHKs,2024-09-26,web,Reports,0.8864909135997823,NA,FALSE
oVVhgxYP0rg19Vj,2024-07-31,web,Access Questions,0.4805381587304597,NA,FALSE
MiXTsJiPM0Dr0jD,2024-07-06,web,Headcount,0.8427469941551368,NA,FALSE
avF5JH2thaiQLet,2024-06-29,web,Access Questions,0.9970897518749369,NA,FALSE
jJ8go6eaQx6LI6u,2024-08-28,web,Access Questions,0.8751595455431379,NA,FALSE
K4sp886PClR9YBp,2024-08-21,web,Metrics,0.7213502867999688,NA,FALSE
HfsssnhOvUQBze7,2024-07-28,web,Headcount,0.8976320294183431,NA,FALSE
2Xqbxt1EKomVkUa,2024-07-16,web,Technical Problems,0.83609185874549,NA,TRUE
DeggBKdLP14vkDD,2024-10-07,web,FAQ,0.9257380266867351,NA,FALSE
HmMlduRzZ7VlFKk,2024-09-18,web,FAQ,0.8069212105251196,NA,FALSE
kGV7Xb6pzXS7WPo,2024-09-03,web,Access Questions,0.6935537911511602,NA,FALSE
qjrCkJ3sVjQGpOg,2024-06-17,web,FAQ,0.8062016780598501,NA,FALSE
C2jEiJSdFND1w3Q,2024-09-08,web,Compensation Dashboard,0.785658051798276,NA,FALSE
10cOP9cKaFefrAX,2024-08-16,web,Metrics,0.9608119916730338,positive,FALSE
sbIsRakhfDNUKEj,2024-08-14,web,Access Questions,0.818612503336281,NA,FALSE
JkgIHhWLtjuKccs,2024-08-04,web,Access Questions,0.8394227365836052,NA,FALSE
PEShezvI9tkXfVf,2024-08-10,web,Compensation Dashboard,0.8905843224097711,NA,FALSE
hAw8oDoF2sHOPCg,2024-06-10,web,Compensation Dashboard,0.800204966708284,NA,TRUE
GTdJTgA0UzyeLjO,2024-07-24,web,Reports,0.8363377154314133,NA,FALSE
ShSIcBxKTeZ8Ged,2024-08-07,web,Data Definitions,1.0061827337239928,NA,FALSE
4FcY9mFlB1joadu,2024-09-27,web,Compensation Dashboard,1.0337495738932398,NA,FALSE
mSAwDzDsp46MBOt,2024-08-26,web,Compensation Dashboard,0.7621494708623121,NA,FALSE
HgUVUMftwzeh5YP,2024-07-30,web,Metrics,0.7344474267765544,negative,TRUE
Y2u7W7ic3pf6hPz,2024-09-04,web,Access Questions,0.7816062003785499,positive,FALSE
63B1RJywxiZBHhN,2024-08-24,web,Compensation Dashboard,0.744634343329315,NA,TRUE
zDyG8FBEWqOxamZ,2024-06-17,web,Metrics,0.8528571031228327,NA,FALSE
uY1NdJ23mKbXde2,2024-08-25,web,FAQ,0.9780576131732314,NA,FALSE
jgpCFMWPPTPWABE,2024-06-04,web,Data Definitions,0.9961953931306844,NA,FALSE
5kzS3yhgkxWGu1z,2024-06-06,web,Technical Problems,1.0075359885584452,NA,FALSE
h1dOTRZSNBIPptz,2024-08-22,web,Reports,0.988500419775816,NA,FALSE
N9WCMp7yBfwH4qC,2024-06-03,web,Data Definitions,0.8938469786006622,NA,FALSE
jI79NqkKj74sw20,2024-07-19,web,Access Questions,0.7971931665968754,NA,FALSE
alCBpPWW6B1iGHF,2024-09-22,web,Headcount,0.6991247083988474,NA,FALSE
Ko9juLCxFWBbzPd,2024-08-07,web,Metrics,1.14037764478339,NA,FALSE
QOwFAIINrA8bxeh,2024-08-10,web,FAQ,1.0230881414604045,NA,FALSE
5zYbKVmeGlfgC5s,2024-08-29,web,Access Questions,0.9750613322375403,NA,FALSE
S2jmgOoLi3Co2pi,2024-09-05,web,Metrics,1.0166866856916483,NA,FALSE
zfVP3BAv6lJf8Bu,2024-09-15,web,Access Questions,0.7408275437566656,NA,FALSE
vNuPQbdH5IIiBLN,2024-09-05,web,Compensation Dashboard,0.9501360343913997,NA,FALSE
iHV97r3NFBkeFwT,2024-07-29,web,Compensation Dashboard,0.8596916113655503,NA,FALSE
sjjhQHznPt69Lhl,2024-06-06,web,Headcount,0.8817766312258892,NA,FALSE
OU5LbMuso5GUWtF,2024-09-05,web,Reports,0.8009054095095833,positive,FALSE
GVAmSDqxHrS7kuy,2024-09-11,web,Reports,0.725803221431292,NA,FALSE
dcE2NbEMlta22fo,2024-07-01,web,Reports,0.8829765770385914,NA,FALSE
PbEVWd7nWNeJIms,2024-07-22,web,Access Questions,0.8340046353174853,NA,FALSE
HKT05bvvCLz6T1T,2024-06-24,web,Metrics,0.7460874912039612,NA,FALSE
V3l4g7bUMrv23gL,2024-10-06,web,Access Questions,0.7805214871982494,NA,FALSE
VIEnvzoePvXbrvR,2024-09-30,web,Compensation Dashboard,0.8870981492157073,NA,FALSE
Me2FbtwThPnASY8,2024-10-03,web,Headcount,0.8905032548760607,NA,FALSE
2QXYL8U9Kh98Nln,2024-06-26,web,FAQ,0.7249857102077772,NA,FALSE
M0ZhjdpNpnY2YgY,2024-07-20,web,Compensation Dashboard,0.7179519334294147,NA,FALSE
Fvetoh54uYIU7GL,2024-06-12,web,Data Definitions,0.7016030945737273,NA,TRUE
UbryUlsMnqjAoRw,2024-09-28,web,Reports,0.6488371959530448,NA,FALSE
bePmeQq0ZkdPehE,2024-08-08,web,Reports,0.9416296138316649,NA,TRUE
ClONfvFguJTbdez,2024-10-07,web,Metrics,0.9254755485509543,NA,FALSE
e3YQnEYBmz8MB1T,2024-06-11,web,Access Questions,0.8989895800430293,NA,FALSE
0LNuAUN3ToCZ4n7,2024-07-12,web,Compensation Dashboard,0.49388199368862384,NA,FALSE
x8cnF5iOoUzW9Gs,2024-08-20,web,Reports,0.7283516727149847,NA,FALSE
9VpEsj2MH6kFmbe,2024-10-03,web,Data Definitions,0.6960540473566971,NA,FALSE
TYDPKJQSEwjihVU,2024-06-17,web,FAQ,0.54491685915717,NA,FALSE
IlDO41PWE3PIqCu,2024-09-09,web,Data Definitions,1.073082789252883,NA,FALSE
yvRoE5PhNzk8v6O,2024-06-28,web,Access Questions,1.1438063115743298,NA,FALSE
q4hnVjo9woJfcLp,2024-08-28,web,Compensation Dashboard,0.6568243909597367,NA,FALSE
L2VQwgBQDB4LdsN,2024-08-05,web,Headcount,0.7724958725935136,NA,TRUE
3BIYn3yPrt4Qj2h,2024-09-05,web,Headcount,0.8246187453981674,NA,FALSE
PoOgFrqMb99XepA,2024-08-19,web,Access Questions,0.9324076023697496,NA,FALSE
Vd7oFsBmf1TAnDm,2024-10-02,web,Access Questions,0.7455184969705061,NA,FALSE
Zyhcx0r9DPt060O,2024-07-29,slack,Compensation Dashboard,0.796772028398535,NA,FALSE
5JibKuCcpEzXFl1,2024-06-18,web,Metrics,0.7024094178584421,NA,FALSE
ypWEANbxgrpcOvf,2024-06-15,web,Data Definitions,0.7122128918226552,NA,FALSE
PfvGTwAUKyrJYaV,2024-09-08,web,Data Definitions,0.48151643057992854,negative,FALSE
2ILzr65fLGh1MzU,2024-08-31,web,FAQ,0.6858276285844507,NA,FALSE
foJtaCcOc8xXkya,2024-08-27,web,Technical Problems,1.2332237977639005,NA,FALSE
XRNZ1MaQPNng5HQ,2024-09-12,web,FAQ,0.7956807054729871,NA,FALSE
pr2SeZoPzhWR4Vl,2024-09-05,web,Access Questions,0.7834778582095795,NA,FALSE
Y2d31o4Thc0lzkw,2024-07-08,web,Access Questions,0.9680395495079527,NA,TRUE
x5yXSPSfUgHRoEC,2024-08-01,web,Headcount,0.6129193351181184,NA,TRUE
PM9BGRnn8RZlCaO,2024-06-11,web,Compensation Dashboard,0.4641918012088431,NA,FALSE
kTGT7fi9Gph8rVl,2024-10-07,web,Compensation Dashboard,0.7437829566816808,NA,FALSE
FJVb5w827tVZSr6,2024-10-04,web,Metrics,0.619783554167283,NA,FALSE
RMisiwqgr27q2E3,2024-06-29,web,Data Definitions,0.6500928927947504,NA,FALSE
5arYpUiM2J3hT2J,2024-06-05,web,Technical Problems,0.7391764689263336,NA,FALSE
NgMPWSQP0UPGLQP,2024-08-26,web,Technical Problems,0.7808641724859641,NA,FALSE
30qexqAELcmtFn0,2024-07-16,web,Technical Problems,0.7673551933574301,NA,FALSE
ayhZ59NyW0c9tTE,2024-10-04,web,Metrics,0.8387577098612988,NA,FALSE
h3ATQCAOrkmDyAK,2024-08-09,web,Reports,0.7589502382604646,NA,TRUE
0hSmJvQjCW5pYVG,2024-07-12,web,Headcount,0.8358797064602435,NA,FALSE
7uLibfdPk4lOZEz,2024-08-08,web,Data Definitions,0.6732203499559257,NA,TRUE
d7JsrLVL1r7nPu5,2024-08-27,web,Technical Problems,0.9616033093979249,NA,TRUE
c8BDRSCFevMVf1q,2024-06-13,web,FAQ,0.7817591923331136,NA,TRUE
rf36qoMgnrGMkgV,2024-09-28,web,Reports,0.7430397216133451,NA,FALSE
FgjNQTWxY8oK4at,2024-07-21,web,Headcount,1.0720840216809298,NA,FALSE
Z65NPFmVxmmDFHC,2024-07-22,web,FAQ,0.7526676447471505,NA,FALSE
toKKSycgKLQpAHO,2024-07-07,web,FAQ,0.81494419753507,NA,FALSE
sSGNq4N2rltYVq4,2024-08-19,web,FAQ,0.7496526380944559,NA,FALSE
brFjFFc1XDhJZsr,2024-07-31,slack,Data Definitions,0.6771489255579951,NA,FALSE
Bc80GzwtEZwPj3K,2024-07-07,web,Technical Problems,0.9140284763040449,NA,FALSE
CDjN7vgDg6Agwvn,2024-06-09,web,Reports,0.7798702419782133,NA,FALSE
cKPmpicdTbNhZFZ,2024-06-15,web,Metrics,0.8328670391970254,NA,FALSE
cDYcMcfsukybi3k,2024-07-10,web,Data Definitions,0.6585048757455856,negative,FALSE
xrWRyBZ0lJfPCJM,2024-07-31,web,Technical Problems,1.0093960247552913,NA,FALSE
b9D4nLWTzZxoztC,2024-09-09,web,Compensation Dashboard,1.0822555182762845,NA,FALSE
CBHVVoGoqJ0Q5c0,2024-08-14,web,FAQ,0.4582117774801087,NA,FALSE
Tad8aaecmLDi8iM,2024-10-07,web,FAQ,0.7520942201112918,NA,FALSE
rJUbKIqQDCMpDzc,2024-06-23,web,Technical Problems,0.9534140728527463,NA,FALSE
oVZPntTqQ4G7rBx,2024-09-24,web,Metrics,0.9018827435061206,NA,FALSE
59MoU8GnpPaQLxm,2024-06-09,web,Headcount,0.8049264486895105,NA,FALSE
GQ06G072xqtGlJi,2024-09-10,web,Access Questions,0.8395082515554598,NA,TRUE
FReH0PhgUQ1AJf2,2024-09-15,web,FAQ,0.5215107198429192,NA,FALSE
7TIIxK2zBvkynmj,2024-08-29,web,Technical Problems,0.8123529433678621,NA,FALSE
uRCP9zrrbdILgQ4,2024-08-21,web,Access Questions,0.9073076268306381,negative,FALSE
zGCCDNDHppeO3vY,2024-10-05,web,FAQ,0.8486672289296536,NA,FALSE
O5FaTypo2yTLrpN,2024-07-22,slack,Data Definitions,0.8285432230807709,NA,FALSE
iyO6DBM8sRsu6zh,2024-07-28,web,Data Definitions,0.840909948567938,NA,FALSE
IObnIeTY8YAU32I,2024-08-23,web,Data Definitions,0.7584041845808821,NA,FALSE
pFylLWYR7EZQyt0,2024-07-22,web,Headcount,0.8212838149597179,NA,FALSE
aq62IIgF5K7vTP3,2024-06-24,web,Access Questions,0.9570895166950548,NA,FALSE
8fFPOV7smmxw3JC,2024-09-19,web,Data Definitions,0.9862257256298661,NA,FALSE
nCFq621OK36g5P7,2024-06-28,web,Access Questions,1.1167367330101652,NA,FALSE
S1mCEU0iUJCFkbi,2024-07-09,web,Data Definitions,0.6640746087461449,NA,FALSE
jj3o4OQgRwsAIE4,2024-09-28,web,FAQ,0.9447839166609499,NA,FALSE
bz4FcjafrWyeu34,2024-09-06,web,Compensation Dashboard,0.6237995035601025,NA,FALSE
PqQ3paaMge7P0UT,2024-09-11,web,Technical Problems,0.8723870300011911,NA,TRUE
iOKOpvqAA4xOi1p,2024-08-01,web,Compensation Dashboard,0.6699830975700647,NA,FALSE
eOIC6Y8XJReiXXZ,2024-08-26,web,FAQ,0.8060315157449018,NA,FALSE
P8rzaCek7u0Qpy8,2024-06-07,web,Technical Problems,0.9550639995896089,negative,FALSE
0jj2ZTGVADXvbIX,2024-07-07,web,Technical Problems,0.7417794976937142,positive,FALSE
XhSu3WziGfzcWOw,2024-06-06,web,Compensation Dashboard,0.4490120159592235,NA,FALSE
W3Vgv2PmF1Amc46,2024-07-19,web,Compensation Dashboard,0.7848044649897475,NA,TRUE
v3cMiaUQDAVW9YI,2024-08-11,web,Access Questions,0.760851951500883,NA,FALSE
UG9OU7bpnXGcepw,2024-07-08,web,Compensation Dashboard,0.6713289661763968,NA,FALSE
qkuVB72nxJPAoAB,2024-07-04,web,Technical Problems,1.0362776771778117,NA,FALSE
ik0EdAro3gBAyjj,2024-06-08,web,FAQ,0.8240984979563053,NA,FALSE
vBL885zf1rZ8t1y,2024-08-24,web,Data Definitions,0.7999240134016852,NA,FALSE
X3crHHyr3tWeTQS,2024-06-15,web,FAQ,0.7793301028045332,NA,FALSE
ZkPWabwuTbP5Fz4,2024-06-09,web,Technical Problems,0.7138542481389114,positive,FALSE
gLDqqxlXHDZBnya,2024-06-06,web,Compensation Dashboard,0.6409299872550351,NA,FALSE
3wTotlM2hz0hiXO,2024-07-28,slack,Data Definitions,0.8406665787251367,NA,FALSE
tcdEDRHGj48P2tf,2024-06-26,web,FAQ,0.5488044936587758,NA,FALSE
VfnTJabSiN8d73Y,2024-09-27,web,FAQ,0.6931903681084233,NA,FALSE
6R92B3sYZTPRQ0H,2024-09-27,web,Headcount,0.793343336099321,NA,TRUE
vsptaj3s08r7yJO,2024-08-30,web,Compensation Dashboard,0.780189326169247,NA,FALSE
C73QYrkX882Eidx,2024-09-29,web,Headcount,0.9963161645764678,NA,FALSE
vXgm69qmnOwkThK,2024-08-27,web,Metrics,0.8513595668823303,NA,FALSE
61y8hb3czj0KsQR,2024-08-14,web,FAQ,0.8784286263838121,NA,FALSE
PK7C7YtSM52VUmY,2024-09-08,web,FAQ,0.7289543528263527,NA,FALSE
rafus1fUMi0yDMx,2024-09-18,web,Reports,0.7057992547391088,NA,FALSE
WVnjoq4SV8fJYuc,2024-07-26,web,Metrics,0.8142108309613739,NA,FALSE
LNp1yEPR0MoBCSa,2024-09-04,web,Headcount,0.8626400057354391,NA,FALSE
V7Gr2RW6IJqmjls,2024-09-24,web,Compensation Dashboard,0.8145250220201385,NA,FALSE
UBIKchO6LvidY36,2024-09-27,web,Compensation Dashboard,0.9796587976312076,NA,TRUE
Fq94SiyRDNDScWj,2024-09-17,web,Metrics,0.8072477149437581,NA,TRUE
yoRmVBPo3jNecZw,2024-06-29,web,Access Questions,0.9628905938832691,NA,FALSE
EfXWvWHhQtV8PPZ,2024-08-13,web,Data Definitions,0.8894609591402762,NA,FALSE
me038FutZYVopI5,2024-09-07,slack,Access Questions,0.7424383750099215,NA,FALSE
LxqV0cKD9UKJLHn,2024-09-01,web,Compensation Dashboard,0.7787862916993834,NA,FALSE
UC8rFGhy4HFFmYQ,2024-08-29,web,Headcount,0.6012011047881751,NA,FALSE
rK2ODWqnkNDtmN8,2024-07-25,web,Headcount,0.976713007162056,NA,FALSE
qAKikycSrRpf0dS,2024-09-21,web,Headcount,0.8305130448263021,NA,FALSE
XeIvoTnRYi8469a,2024-08-21,web,Headcount,1.0070267594196538,NA,FALSE
i8zuFnmXs12ok4S,2024-07-09,web,FAQ,0.3331497955808405,NA,FALSE
n4f02G93scAUS30,2024-09-13,web,Access Questions,0.5767449623063865,NA,FALSE
z4j7k5ElXMPFAOW,2024-09-12,web,Technical Problems,0.5807571312475782,NA,FALSE
2MkRF8J9Uvdanzw,2024-07-27,web,Headcount,0.9424516714053508,NA,FALSE
UlDX6TOQULBgns2,2024-09-01,web,Technical Problems,0.9805375348204841,NA,FALSE
XPik8debUYkOJuc,2024-06-23,web,FAQ,0.7180157522605107,NA,FALSE
KJHdge9Jpedekdk,2024-09-28,web,Compensation Dashboard,0.5678418906407676,NA,FALSE
Xawjq46z27DFqNO,2024-06-09,web,Access Questions,0.9042440866105934,NA,FALSE
2XJaWZ9eR1UXBFX,2024-08-02,web,Compensation Dashboard,0.8618264774440493,NA,FALSE
aH66tYTyQTtOtUh,2024-08-09,web,Compensation Dashboard,0.8736893512058779,NA,FALSE
yxSFaCuuGXuFU73,2024-06-24,web,Access Questions,0.9644792868761752,NA,FALSE
8SVlNkrJcdefx0E,2024-09-14,web,Compensation Dashboard,0.8063574378366466,NA,FALSE
Zho3j6gGbgGpJgz,2024-08-29,web,Reports,0.6385343338288757,NA,FALSE
MuIBvW8YLRD2PoP,2024-09-12,slack,Metrics,1.1593019356854732,NA,FALSE
h9Gzoy1hVdChSUl,2024-09-26,web,Access Questions,0.9915180484141869,NA,FALSE
Bx3ARaz0V9g0Iza,2024-07-27,web,Data Definitions,0.7558471027390944,NA,FALSE
2QNVVRRvSImF2cq,2024-06-12,web,Metrics,0.793355283568013,NA,FALSE
7ynb9Xw7mIsmhAB,2024-06-06,web,Compensation Dashboard,0.5645579273295092,NA,FALSE
TsNklO3PJ6PLGrH,2024-06-24,web,Data Definitions,0.5888384616811648,NA,FALSE
HHdmzWspLNoXQ3a,2024-07-08,web,Reports,0.5906182848693216,NA,FALSE
6i4nLdwzBbqdm5I,2024-09-17,web,FAQ,0.8326851182393961,NA,FALSE
EQHNUnQs8Dr4qDY,2024-07-31,web,Compensation Dashboard,0.8796462227100095,NA,TRUE
q7EHi84wFbfURpV,2024-10-06,web,Metrics,1.0725108092161708,NA,FALSE
8o9Z0Dt8XW49FE4,2024-08-23,web,Headcount,0.8993363996746159,NA,FALSE
MQL47BkSFWwcDw4,2024-06-30,web,FAQ,0.71873189660711,negative,FALSE
lkh9TrqZRdIEgQB,2024-07-29,web,Reports,0.7932424869610379,NA,FALSE
LtklqCJsk6vuayU,2024-08-29,web,Technical Problems,0.677866581350087,NA,FALSE
YiQEh54Iz2D9FU4,2024-08-08,web,Headcount,1.1056550502454354,NA,FALSE
JzWrb8VWomaPjb3,2024-07-02,web,Access Questions,0.758975009210492,NA,TRUE
FdH94VJkDvKLN8x,2024-07-06,web,Metrics,0.8875183573952731,NA,FALSE
DHyaFeq0Lzcsez8,2024-09-12,web,Data Definitions,0.7982599936964775,NA,FALSE
Z54twd7yrmrlpua,2024-10-07,web,Metrics,0.6084340642226189,NA,FALSE
eeFh2pPH5p8bBzQ,2024-06-19,web,Reports,0.9142186682736023,NA,FALSE
esevyUAMmUL6eAq,2024-07-10,web,Compensation Dashboard,0.8778770422612755,NA,FALSE
JxW6uuOK5u3iA1O,2024-08-16,web,Technical Problems,0.8757473336753829,NA,FALSE
KbaGUiWUtbvRaAO,2024-06-20,web,Compensation Dashboard,0.9689223248392655,NA,FALSE
G6RN9Zb9puYBSlq,2024-08-05,web,Technical Problems,0.8725633840232525,NA,FALSE
yQATApGdg7IOW2b,2024-09-28,web,Compensation Dashboard,0.7837772965135523,NA,FALSE
p7AMDGGVIjsRYrk,2024-07-02,web,Reports,0.7675698175681386,NA,FALSE
KNNFHWf3YCMXyMb,2024-08-31,web,Technical Problems,0.9772071884396849,NA,FALSE
lXJ6eIldXDmfeij,2024-07-05,web,Headcount,0.9508738924883088,NA,FALSE
P7pMtORjRffgPOA,2024-10-03,web,Headcount,0.7506531087713568,NA,FALSE
lYxHK46SojrDnTh,2024-06-17,web,Metrics,0.3571882810771204,NA,FALSE
IIlbGjUNZ8cH61q,2024-08-26,web,Technical Problems,0.7957803567814964,negative,FALSE
TmUqlDSMsB95rNk,2024-09-19,web,Reports,0.8499723790616805,NA,FALSE
tysUHEY4FRr8rif,2024-10-01,web,Metrics,0.7232680240410407,NA,FALSE
67wB20wKdzGR4kJ,2024-06-08,web,Metrics,0.679108488385054,NA,FALSE
1OLJl21yoclmzom,2024-07-30,web,Reports,0.8166941938408177,NA,FALSE
qARYCKZdj5dPzO8,2024-07-16,web,Technical Problems,0.8771158941722471,NA,FALSE
BAhIObVKU3viiw3,2024-06-11,web,Compensation Dashboard,0.5824176896214598,NA,FALSE
15IGxV0BhMdq6y7,2024-09-16,web,Technical Problems,0.6595393760617996,NA,FALSE
7o7bovqvhV4PdH9,2024-08-02,web,Reports,0.7930688719365175,NA,FALSE
aYWqxbjvK59Htzx,2024-06-16,web,Metrics,0.9866515336823072,NA,FALSE
U7NAWDVje2Dpe8x,2024-07-08,web,Access Questions,0.795909639333926,NA,FALSE
